#10000,100,,,,,,,,,,,,,,,,,,,
Index,AccelX_H,AccelX_L,AccelY_H,AccelY_L,AccelZ_H,AccelZ_L,GyroX_H,GyroX_L,GyroY_H,GyroY_L,GyroZ_H,GyroZ_L,MagX_H,MagX_L,MagY_H,MagY_L,MagZ_H,MagZ_L,Temp_H,Temp_L
1240,1,A9,FB,E2,5,F7,2,BE,FC,91,0,64,0,0,0,0,0,0,D,A0
1241,1,89,FC,5,6,CB,3,41,FC,4B,0,BC,0,0,0,0,0,0,D,C0
1242,1,79,FB,59,7,39,3,DF,FB,BB,0,7E,0,0,0,0,0,0,D,A0
1243,1,9E,FB,75,6,A5,3,D1,FC,10,FF,FD,0,0,0,0,0,0,D,50
1244,1,D9,FC,12,6,61,3,B4,FC,66,0,D,0,0,0,0,0,0,D,A0
1245,1,D9,FB,CE,6,C4,3,ED,FC,2C,FF,FA,0,0,0,0,0,0,D,C0
1246,2,A,FC,1D,6,D3,4,67,FB,FF,0,16,0,0,0,0,0,0,D,A0
1247,2,1B,FC,19,6,F3,4,BB,FB,DB,0,17,0,0,0,0,0,0,D,C0
1248,2,30,FC,4D,7,30,4,2D,FB,88,FF,A4,0,0,0,0,0,0,D,D0
1249,2,99,FC,C2,6,AF,4,67,FB,8E,FF,AD,0,0,0,0,0,0,D,E0
1250,2,C4,FD,1C,6,39,4,DF,FB,FE,FF,F0,0,0,0,0,0,0,D,A0
1251,2,F6,FD,23,6,BF,5,8,FB,FA,0,24,0,0,0,0,0,0,D,70
1252,2,ED,FD,10,7,15,3,6E,FB,C6,FF,A7,0,0,0,0,0,0,D,D0
1253,3,32,FD,53,6,60,2,F1,FC,38,FF,B1,0,0,0,0,0,0,D,A0
1254,3,71,FD,B2,5,C3,2,B2,FD,31,FF,EC,0,0,0,0,0,0,D,A0
1255,3,7E,FD,6F,6,BB,3,24,FC,FE,FF,E9,0,0,0,0,0,0,D,C0
1256,3,6C,FD,62,7,5,3,EE,FC,84,FF,AD,0,0,0,0,0,0,D,60
1257,3,7F,FD,A9,6,F0,4,9A,FC,2F,FF,94,0,0,0,0,0,0,E,0
1258,4,2B,FE,79,6,3D,3,F4,FC,5B,FF,99,0,0,0,0,0,0,E,10
1259,4,79,FE,B7,5,AD,3,87,FC,F3,FF,BF,0,0,0,0,0,0,D,A0
1260,4,86,FE,FA,5,9B,3,70,FD,E6,0,6,0,0,0,0,0,0,D,C0
1261,4,33,FE,BF,6,AB,3,D,FE,87,0,97,0,0,0,0,0,0,D,A0
1262,4,22,FE,18,7,12,3,50,FD,EB,0,50,0,0,0,0,0,0,D,A0
1263,4,32,FE,31,6,8F,4,41,FD,8A,0,3C,0,0,0,0,0,0,E,10
1264,4,5D,FE,E9,6,3F,4,9C,FD,71,FF,EA,0,0,0,0,0,0,D,A0
1265,4,9C,FE,FA,5,A9,3,1C,FD,C1,FF,BD,0,0,0,0,0,0,D,A0
1266,4,9E,FE,B1,5,B3,2,4B,FE,A6,FF,64,0,0,0,0,0,0,D,A0
1267,4,C8,FF,8,5,C7,3,6,FF,4B,FF,33,0,0,0,0,0,0,D,A0
1268,4,D6,FF,82,5,D8,3,F3,FF,DB,FF,1B,0,0,0,0,0,0,D,A0
1269,4,CF,FF,9E,5,F0,4,69,0,93,FF,1F,0,0,0,0,0,0,D,50
1270,4,99,0,5,5,E6,5,77,1,20,FF,5F,0,0,0,0,0,0,D,A0
1271,4,63,FF,DB,6,9C,3,A9,1,C8,FF,87,0,0,0,0,0,0,D,D0
1272,4,5B,FF,BE,6,FB,2,C3,1,4D,FF,24,0,0,0,0,0,0,D,A0
1273,4,51,FF,EB,6,DF,3,29,0,E2,FE,F6,0,0,0,0,0,0,D,C0
1274,4,31,FF,DF,6,89,3,F8,0,A2,FE,E9,0,0,0,0,0,0,D,70
1275,4,35,0,4F,6,66,4,9B,0,A1,FE,AE,0,0,0,0,0,0,D,A0
1276,4,30,0,D3,6,F5,5,E8,0,9C,FE,E0,0,0,0,0,0,0,D,A0
1277,4,7D,1,60,7,16,6,AC,0,5,FF,40,0,0,0,0,0,0,D,A0
1278,4,B0,1,80,6,E6,5,C2,FF,99,FF,AB,0,0,0,0,0,0,E,0
1279,4,A1,1,54,6,63,3,6E,FF,3B,FF,23,0,0,0,0,0,0,D,A0
1280,4,69,1,84,6,1B,2,F9,FF,64,FE,E8,0,0,0,0,0,0,D,C0
1281,4,40,1,44,6,52,3,C6,FF,BF,FE,DF,0,0,0,0,0,0,D,A0
1282,4,32,1,5B,6,4E,4,D2,FF,B7,FE,9C,0,0,0,0,0,0,D,90
1283,4,7C,2,3D,6,4C,5,76,FF,C3,FE,DA,0,0,0,0,0,0,D,D0
1284,4,81,2,66,6,5F,4,4F,FF,C9,FE,DD,0,0,0,0,0,0,D,90
1285,4,9C,2,8C,6,25,3,97,FF,9E,FE,C9,0,0,0,0,0,0,D,A0
1286,4,8D,2,90,5,DE,3,1C,FF,D4,FE,F4,0,0,0,0,0,0,D,C0
1287,4,74,2,A0,5,FC,2,D0,0,5,FE,C1,0,0,0,0,0,0,D,60
1288,4,50,2,D0,6,34,3,58,0,45,FF,4,0,0,0,0,0,0,D,70
1289,4,4E,2,B8,6,40,3,BD,0,46,FF,4,0,0,0,0,0,0,D,70
1290,4,48,2,CC,5,F8,3,9E,0,4E,FE,CA,0,0,0,0,0,0,D,90
1291,4,4C,2,B7,5,AD,3,61,0,76,FE,90,0,0,0,0,0,0,D,E0
1292,4,3A,3,E,5,8A,3,2D,0,EC,FE,5F,0,0,0,0,0,0,D,A0
1293,4,27,3,7C,5,88,3,E9,1,77,FE,83,0,0,0,0,0,0,D,90
1294,4,26,3,67,5,B1,3,A0,1,C3,FE,8E,0,0,0,0,0,0,D,D0
1295,4,32,3,6B,5,B1,2,C4,1,AF,FE,67,0,0,0,0,0,0,D,50
1296,4,7,3,89,5,BC,1,9E,1,78,FD,F8,0,0,0,0,0,0,D,A0
1297,3,F0,3,94,5,85,1,1D,1,5D,FD,90,0,0,0,0,0,0,D,D0
1298,3,BA,3,9B,5,71,0,F0,1,8D,FD,94,0,0,0,0,0,0,D,C0
1299,3,78,4,2,5,EC,0,FB,1,AC,FD,A5,0,0,0,0,0,0,D,C0
1300,3,47,4,37,6,6C,1,C4,1,3C,FE,3B,0,0,0,0,0,0,D,90
1301,3,5F,4,4,6,4B,2,59,0,82,FE,7D,0,0,0,0,0,0,D,C0
1302,3,AC,3,81,5,7A,2,68,0,22,FD,F0,0,0,0,0,0,0,D,A0
1303,3,7A,3,A5,4,AD,1,D4,0,FB,FD,18,0,0,0,0,0,0,E,0
1304,3,1E,4,28,4,F1,0,E0,2,1C,FC,78,0,0,0,0,0,0,D,A0
1305,2,E8,4,A5,5,C6,0,86,2,52,FC,61,0,0,0,0,0,0,D,C0
1306,3,A,4,BD,6,14,0,39,2,1,FC,95,0,0,0,0,0,0,D,70
1307,2,F7,4,B4,5,A9,0,58,1,9D,FC,E3,0,0,0,0,0,0,E,0
1308,2,E1,4,A6,5,30,FF,C9,1,D5,FC,D7,0,0,0,0,0,0,D,A0
1309,2,99,4,B8,5,63,FF,4C,2,81,FC,B5,0,0,0,0,0,0,D,A0
1310,2,6F,4,B5,5,CC,FE,CE,2,A8,FC,8A,0,0,0,0,0,0,D,D0
1311,2,59,5,7,6,6,FE,62,2,67,FC,B9,0,0,0,0,0,0,D,D0
1312,2,3B,5,30,6,12,FE,38,2,24,FD,2D,0,0,0,0,0,0,D,A0
1313,2,37,5,15,5,F8,FE,2B,2,E,FD,8A,0,0,0,0,0,0,D,50
1314,2,13,4,E2,5,DE,FE,F,2,1E,FD,79,0,0,0,0,0,0,D,D0
1315,2,1C,4,77,5,86,FD,7D,2,7C,FC,D5,0,0,0,0,0,0,D,A0
1316,1,FD,4,64,5,38,FC,0,3,6B,FC,E,0,0,0,0,0,0,D,A0
1317,1,9F,4,AF,5,95,FB,5E,4,9,FB,D8,0,0,0,0,0,0,D,A0
1318,1,3C,4,DE,6,44,FB,10,4,91,FC,26,0,0,0,0,0,0,E,0
1319,0,E1,4,C4,6,D5,FA,F3,4,8E,FC,AB,0,0,0,0,0,0,D,E0
1320,0,94,4,54,7,2D,FB,69,4,36,FD,4E,0,0,0,0,0,0,D,E0
1321,0,69,4,2,7,24,FB,EC,3,D9,FD,A2,0,0,0,0,0,0,D,A0
1322,0,43,3,99,6,FF,FB,ED,3,D1,FD,A8,0,0,0,0,0,0,D,D0
1323,FF,E0,3,90,7,30,FB,F0,3,EB,FD,B0,0,0,0,0,0,0,E,0
1324,FF,AF,3,C8,7,AF,FC,75,3,9F,FE,31,0,0,0,0,0,0,D,D0
1325,FF,76,3,D4,8,D,FC,E9,2,E9,FE,E7,0,0,0,0,0,0,D,E0
1326,FF,66,3,A7,8,4F,FD,59,1,E1,FF,83,0,0,0,0,0,0,D,A0
1327,FF,87,3,63,7,C1,FD,8B,1,2C,FF,BD,0,0,0,0,0,0,D,70
1328,FF,B0,2,D1,6,D9,FD,3B,1,93,FF,75,0,0,0,0,0,0,D,E0
1329,FF,AD,2,5A,6,65,FC,83,2,96,FE,BE,0,0,0,0,0,0,D,C0
1330,FF,71,2,6E,6,B7,FC,24,3,44,FE,78,0,0,0,0,0,0,D,C0
1331,FF,10,2,9A,7,77,FC,90,3,5,FE,A8,0,0,0,0,0,0,D,D0
1332,FE,FB,2,92,7,BE,FC,B1,2,BA,FE,C8,0,0,0,0,0,0,D,E0
1333,FF,0,2,55,7,76,FC,9B,2,5E,FE,B2,0,0,0,0,0,0,D,D0
1334,FE,EB,2,2D,7,1F,FC,AB,2,AC,FE,AB,0,0,0,0,0,0,D,50
1335,FE,DA,1,EC,7,37,FC,7C,3,10,FE,98,0,0,0,0,0,0,D,60
1336,FE,A5,1,DD,7,78,FC,10,3,29,FE,6D,0,0,0,0,0,0,E,10
1337,FE,3F,1,D4,7,E8,FB,D2,3,9,FE,44,0,0,0,0,0,0,D,A0
1338,FE,3F,1,E7,8,3C,FC,15,2,76,FE,95,0,0,0,0,0,0,D,D0
1339,FE,32,1,D0,8,D,FC,4C,2,D,FE,F3,0,0,0,0,0,0,D,C0
1340,FE,23,1,79,7,CC,FC,97,1,F6,FF,2F,0,0,0,0,0,0,D,A0
1341,FE,30,1,44,7,98,FC,8D,2,E,FF,4C,0,0,0,0,0,0,D,C0
1342,FD,E6,0,D9,7,9E,FC,51,2,40,FF,11,0,0,0,0,0,0,D,E0
1343,FD,D2,0,AD,7,B2,FC,43,2,38,FE,D2,0,0,0,0,0,0,D,70
1344,FD,BC,0,BE,7,B4,FC,CE,2,44,FF,17,0,0,0,0,0,0,D,50
1345,FD,81,0,94,7,CC,FD,61,2,23,FF,56,0,0,0,0,0,0,D,A0
1346,FD,60,0,8C,7,FE,FD,D8,1,9D,FF,9D,0,0,0,0,0,0,D,C0
1347,FD,7B,0,4B,7,D4,FE,0,1,70,FF,A9,0,0,0,0,0,0,D,70
1348,FD,71,0,3,7,70,FE,23,1,8B,FF,B5,0,0,0,0,0,0,D,D0
1349,FD,73,FF,E7,7,4A,FE,5F,1,A4,FF,A5,0,0,0,0,0,0,D,E0
1350,FD,3D,FF,FF,7,4E,FE,70,1,E9,FF,BB,0,0,0,0,0,0,D,C0
1351,FD,15,0,8,7,C8,FE,C3,1,8F,FF,E3,0,0,0,0,0,0,D,A0
1352,FD,19,FF,EE,7,9C,FE,F7,1,2B,FF,E9,0,0,0,0,0,0,D,A0
1353,FD,20,FF,FA,7,4D,FF,24,1,3C,0,F,0,0,0,0,0,0,D,E0
1354,FD,2F,FF,CB,7,30,FF,E,1,5B,FF,F5,0,0,0,0,0,0,D,A0
1355,FC,F0,FF,B4,7,65,FF,5,1,77,FF,C4,0,0,0,0,0,0,D,90
1356,FC,C6,FF,C2,7,90,FF,21,1,6F,FF,B8,0,0,0,0,0,0,D,E0
1357,FC,A6,FF,D7,7,DC,FF,46,1,50,FF,D2,0,0,0,0,0,0,D,C0
1358,FC,9E,FF,CC,7,E5,FF,85,0,D9,FF,F4,0,0,0,0,0,0,D,E0
1359,FC,8C,FF,C1,7,EB,FF,B9,0,7F,0,15,0,0,0,0,0,0,E,0
1360,FC,A4,FF,D5,8,12,FF,C0,0,20,0,1F,0,0,0,0,0,0,E,0
1361,FC,9A,FF,E1,7,F7,FF,BF,FF,CA,0,20,0,0,0,0,0,0,D,A0
1362,FC,C5,FF,B1,7,BA,FF,AB,FF,A8,0,1D,0,0,0,0,0,0,D,C0
1363,FC,BD,FF,C5,7,96,FF,8D,FF,B4,0,15,0,0,0,0,0,0,D,90
1364,FC,9F,FF,E1,8,1D,FF,AE,FF,D8,0,27,0,0,0,0,0,0,D,90
1365,FC,A0,0,0,8,6C,0,22,FF,6D,0,86,0,0,0,0,0,0,D,60
1366,FC,AF,FF,D8,8,43,0,AF,FE,BD,1,5,0,0,0,0,0,0,D,C0
1367,FC,C6,FF,EE,8,11,0,82,FE,1A,1,20,0,0,0,0,0,0,D,C0
1368,FC,DC,0,4,8,3A,0,70,FD,B5,1,48,0,0,0,0,0,0,D,D0
1369,FC,F6,0,1D,8,5D,0,8A,FC,EA,1,C4,0,0,0,0,0,0,D,A0
1370,FD,D,FF,F0,8,4D,1,8,FC,13,2,61,0,0,0,0,0,0,D,70
1371,FD,10,FF,C3,7,ED,1,50,FB,72,2,7C,0,0,0,0,0,0,D,E0
1372,FD,61,0,2,7,8C,1,A2,FB,62,2,56,0,0,0,0,0,0,D,C0
1373,FD,9E,FF,F3,7,66,1,A1,FB,9D,2,8,0,0,0,0,0,0,D,A0
1374,FD,FE,FF,E7,7,5C,1,74,FB,F8,1,AD,0,0,0,0,0,0,D,D0
1375,FE,18,0,16,7,76,1,6D,FC,47,1,9C,0,0,0,0,0,0,D,70
1376,FD,EE,0,42,8,5,2,4,FC,19,2,4,0,0,0,0,0,0,D,D0
1377,FE,3,0,51,8,57,2,A5,FB,75,2,F,0,0,0,0,0,0,D,90
1378,FE,7A,0,81,7,B7,2,A7,FB,41,1,CC,0,0,0,0,0,0,D,50
1379,FE,D4,0,C5,7,20,2,2C,FB,B0,1,4F,0,0,0,0,0,0,D,C0
1380,FF,10,0,A5,7,54,1,6F,FC,91,0,EB,0,0,0,0,0,0,D,90
1381,FE,DB,0,A1,7,E8,1,3B,FC,D0,0,BB,0,0,0,0,0,0,D,C0
1382,FE,C9,0,F9,8,BF,1,36,FC,67,0,ED,0,0,0,0,0,0,D,A0
1383,FF,8,1,36,9,F,1,74,FB,49,1,6A,0,0,0,0,0,0,D,60
1384,FF,A5,1,13,8,7C,1,7,FA,30,1,9A,0,0,0,0,0,0,D,C0
1385,FF,DA,0,FF,7,85,0,AA,FA,C,1,4E,0,0,0,0,0,0,D,E0
1386,0,14,1,5F,7,8E,1,A8,FA,CC,1,EC,0,0,0,0,0,0,D,C0
1387,0,31,1,5,7,FF,1,AC,FA,A2,1,F7,0,0,0,0,0,0,D,C0
1388,0,A1,1,71,8,B,0,61,FA,42,1,E3,0,0,0,0,0,0,D,50
1389,0,C4,1,65,7,F7,FF,91,F9,E3,1,DE,0,0,0,0,0,0,D,A0
1390,1,10,1,5,7,90,0,AA,F9,B8,1,E0,0,0,0,0,0,0,E,0
1391,1,68,0,BA,6,FF,1,15,F9,D6,1,B5,0,0,0,0,0,0,D,50
1392,1,93,1,0,6,C7,0,BA,FA,92,1,2F,0,0,0,0,0,0,D,E0
1393,1,C5,1,17,7,27,0,3B,FB,2E,0,BD,0,0,0,0,0,0,D,D0
1394,1,E3,1,5F,7,6B,FF,72,FB,2F,0,C9,0,0,0,0,0,0,D,A0
1395,1,F5,0,F8,7,E1,0,A,FA,D4,0,B3,0,0,0,0,0,0,D,C0
1396,2,2E,1,0,7,7B,0,C6,FA,20,0,77,0,0,0,0,0,0,D,C0
1397,2,3B,0,F9,6,F3,0,A4,FA,5D,0,19,0,0,0,0,0,0,D,A0
1398,2,C2,1,38,7,7,0,36,FA,F8,FF,EF,0,0,0,0,0,0,D,E0
1399,3,8,1,2C,6,9B,0,2B,FB,40,FF,6B,0,0,0,0,0,0,D,C0
1400,3,38,1,5F,6,28,0,3,FC,68,FF,5F,0,0,0,0,0,0,D,60
1401,3,51,1,A4,6,CD,0,9D,FC,EF,FF,AF,0,0,0,0,0,0,D,60
1402,3,7A,1,D2,7,31,FF,E1,FC,AD,FF,E6,0,0,0,0,0,0,D,A0
1403,3,86,1,84,6,F1,FF,A4,FC,8F,FF,C7,0,0,0,0,0,0,D,D0
1404,3,97,1,72,6,86,FF,C5,FC,D0,FF,AC,0,0,0,0,0,0,D,60
1405,3,B5,1,6F,6,BA,0,4F,FD,80,FF,D9,0,0,0,0,0,0,D,C0
1406,3,C5,1,7A,7,2D,0,67,FD,8E,0,B,0,0,0,0,0,0,D,A0
1407,3,BF,1,3B,7,15,FF,76,FC,F2,FF,B1,0,0,0,0,0,0,D,C0
1408,3,E4,1,3D,6,8D,FF,BD,FC,BD,FF,6D,0,0,0,0,0,0,D,C0
1409,4,13,1,37,6,50,FF,A1,FD,20,FF,4E,0,0,0,0,0,0,D,C0
1410,4,43,1,6D,6,52,FE,FC,FD,5C,FF,24,0,0,0,0,0,0,D,C0
1411,4,68,1,85,6,1D,0,1E,FD,AA,FF,60,0,0,0,0,0,0,D,D0
1412,4,7B,1,5F,6,9,0,B7,FE,36,FF,7F,0,0,0,0,0,0,D,C0
1413,4,83,1,7A,6,4E,FF,BD,FE,91,FF,3C,0,0,0,0,0,0,D,A0
1414,4,85,1,67,6,6C,FF,58,FE,9E,FF,10,0,0,0,0,0,0,D,60
1415,4,BD,1,C9,6,27,FE,D7,FE,B4,FF,26,0,0,0,0,0,0,D,E0
1416,4,ED,1,F5,5,EB,FF,25,FF,39,FF,94,0,0,0,0,0,0,D,D0
1417,4,D7,1,CD,5,F5,FF,39,FF,AD,FF,CE,0,0,0,0,0,0,D,A0
1418,4,BD,1,AC,5,FD,FF,42,FF,E1,FF,D9,0,0,0,0,0,0,D,A0
1419,4,B7,1,95,6,2A,FF,96,0,47,FF,E6,0,0,0,0,0,0,E,0
1420,4,B6,1,B1,6,4C,FF,7C,0,61,FF,FF,0,0,0,0,0,0,D,90
1421,4,D2,1,CB,5,F9,FF,0,0,90,0,1B,0,0,0,0,0,0,D,C0
1422,4,DE,1,AF,5,86,FE,E0,1,85,0,4F,0,0,0,0,0,0,D,60
1423,4,CE,1,86,5,A0,FE,50,2,AF,0,5A,0,0,0,0,0,0,D,A0
1424,4,9E,1,4B,5,94,FD,C6,3,B6,0,3D,0,0,0,0,0,0,D,A0
1425,4,85,1,F,5,14,FE,29,5,1E,0,3D,0,0,0,0,0,0,D,E0
1426,4,28,0,E3,5,34,FE,8B,6,71,0,31,0,0,0,0,0,0,D,D0
1427,3,7C,0,DA,6,5E,FE,DD,6,D4,0,5,0,0,0,0,0,0,D,70
1428,3,19,0,C6,7,93,FE,A5,6,3,FF,DE,0,0,0,0,0,0,D,90
1429,3,3,1,25,8,36,FD,35,4,9D,FF,CA,0,0,0,0,0,0,D,C0
1430,2,D9,0,E2,8,B,FD,B4,3,91,FF,E5,0,0,0,0,0,0,D,A0
1431,2,F0,0,AD,7,8F,FE,53,3,21,FF,F9,0,0,0,0,0,0,D,D0
1432,2,D4,0,8E,7,66,FE,5B,2,F6,FF,E4,0,0,0,0,0,0,D,E0
1433,2,CC,0,93,7,36,FE,47,2,DB,FF,B7,0,0,0,0,0,0,D,C0
1434,2,E1,0,A0,6,B3,FE,5C,3,4B,FF,AD,0,0,0,0,0,0,D,C0
1435,2,C6,0,AD,6,8B,FE,98,3,DB,FF,CE,0,0,0,0,0,0,D,30
1436,2,94,0,A4,6,C8,FE,B8,4,34,FF,E8,0,0,0,0,0,0,D,A0
1437,2,71,0,B6,7,5,FD,85,4,73,FF,CB,0,0,0,0,0,0,D,E0
1438,2,38,0,B7,6,FB,FC,9B,5,1,FF,C2,0,0,0,0,0,0,D,A0
1439,1,E8,0,5F,7,4D,FC,DC,5,52,FF,D1,0,0,0,0,0,0,D,C0
1440,1,80,FF,F1,8,13,FD,FE,4,99,FF,F7,0,0,0,0,0,0,D,50
1441,1,31,FF,F9,8,9A,FF,44,3,8D,0,47,0,0,0,0,0,0,D,D0
1442,1,20,FF,EC,8,5B,FF,B1,3,1A,0,69,0,0,0,0,0,0,D,D0
1443,1,F,FF,C8,8,E,FF,7,3,2F,0,37,0,0,0,0,0,0,D,E0
1444,0,F4,FF,BD,8,20,FE,64,3,39,0,7,0,0,0,0,0,0,D,90
1445,0,DC,FF,CB,8,9,FE,15,3,4D,FF,FD,0,0,0,0,0,0,E,0
1446,0,B6,FF,C9,8,2F,FE,7,3,50,0,5,0,0,0,0,0,0,D,A0
1447,0,97,0,5,8,7E,FE,C7,2,F1,0,77,0,0,0,0,0,0,D,C0
1448,0,68,FF,CF,8,B8,FF,6,2,3D,0,B5,0,0,0,0,0,0,D,70
1449,0,44,FF,BE,8,B9,FF,7,1,7E,0,C3,0,0,0,0,0,0,D,C0
1450,0,34,FF,7D,8,68,FE,EC,1,2E,0,97,0,0,0,0,0,0,E,0
1451,0,3D,FF,5D,8,33,FE,DB,1,12,0,78,0,0,0,0,0,0,E,0
1452,0,1C,FF,58,8,26,FF,43,0,DA,0,68,0,0,0,0,0,0,D,D0
1453,0,26,FF,5F,8,17,FF,F0,0,A1,0,88,0,0,0,0,0,0,D,D0
1454,0,47,FF,7E,7,EA,0,5D,0,6E,0,8F,0,0,0,0,0,0,E,0
1455,0,51,FF,72,7,9E,0,1B,0,98,0,8A,0,0,0,0,0,0,D,E0
1456,0,49,FF,6B,7,C0,FF,71,0,DA,0,64,0,0,0,0,0,0,D,C0
1457,0,2C,FF,6E,7,C8,FF,F,0,F4,0,45,0,0,0,0,0,0,D,D0
1458,0,21,FF,8E,7,F3,FF,6E,1,1,0,62,0,0,0,0,0,0,D,30
1459,0,1C,FF,70,7,FC,FF,E5,0,EE,0,7F,0,0,0,0,0,0,D,A0
1460,0,D,FF,7D,8,C,0,3F,0,E9,0,97,0,0,0,0,0,0,D,C0
1461,FF,FD,FF,63,8,12,0,43,0,E2,0,A1,0,0,0,0,0,0,D,70
1462,FF,D7,FF,32,8,E,0,12,0,F3,0,7C,0,0,0,0,0,0,D,70
1463,FF,E1,FF,40,7,FB,FF,FA,0,F6,0,47,0,0,0,0,0,0,D,D0
1464,FF,E6,FF,55,8,1B,0,3F,0,EB,0,48,0,0,0,0,0,0,D,A0
1465,FF,D5,FF,5F,8,40,0,68,0,B1,0,46,0,0,0,0,0,0,D,A0
1466,FF,D9,FF,A5,8,2A,0,99,0,7A,0,5B,0,0,0,0,0,0,D,50
1467,FF,DD,FF,AD,8,33,0,77,0,7E,0,71,0,0,0,0,0,0,D,E0
1468,FF,D7,FF,9F,8,46,0,6C,0,83,0,8B,0,0,0,0,0,0,D,A0
1469,FF,CC,FF,87,8,60,0,2C,0,82,0,8C,0,0,0,0,0,0,D,A0
1470,FF,B7,FF,73,8,39,FF,F9,0,64,0,62,0,0,0,0,0,0,D,A0
1471,FF,B8,FF,59,8,2B,0,14,0,6F,0,61,0,0,0,0,0,0,D,A0
1472,FF,B1,FF,7E,8,5D,0,6,0,5B,0,53,0,0,0,0,0,0,D,A0
1473,FF,AE,FF,8F,8,36,FF,F0,0,2F,0,50,0,0,0,0,0,0,D,A0
1474,FF,BB,FF,93,8,15,0,4,0,4B,0,61,0,0,0,0,0,0,E,0
1475,FF,95,FF,78,8,4C,FF,CE,0,37,0,54,0,0,0,0,0,0,D,A0
1476,FF,A0,FF,69,8,2E,FF,B8,0,1B,0,4C,0,0,0,0,0,0,D,D0
1477,FF,94,FF,57,8,17,FF,E6,0,1C,0,4B,0,0,0,0,0,0,E,50
1478,FF,AE,FF,58,7,EC,FF,84,0,2,0,1A,0,0,0,0,0,0,D,D0
1479,FF,B4,FF,75,7,A1,FF,70,0,22,0,16,0,0,0,0,0,0,D,A0
1480,FF,AF,FF,74,7,E2,FE,D5,0,29,FF,F9,0,0,0,0,0,0,D,D0
1481,FF,BE,FF,7F,7,CD,FE,7F,0,31,FF,DD,0,0,0,0,0,0,D,D0
1482,FF,D0,FF,8D,7,9A,FE,45,0,64,FF,FD,0,0,0,0,0,0,D,C0
1483,FF,BB,FF,70,7,9F,FE,3A,0,B2,0,C,0,0,0,0,0,0,D,D0
1484,FF,95,FF,74,7,E6,FD,96,0,A7,0,24,0,0,0,0,0,0,D,50
1485,FF,7F,FF,2F,7,F0,FD,59,0,71,0,2F,0,0,0,0,0,0,E,0
1486,FF,A0,FF,2E,7,AC,FD,65,0,64,0,47,0,0,0,0,0,0,D,D0
1487,FF,CC,FF,32,7,95,FD,FB,0,AE,0,7E,0,0,0,0,0,0,D,D0
1488,FF,8C,FF,0,7,B4,FD,E0,0,DA,0,9B,0,0,0,0,0,0,D,E0
1489,FF,84,FE,CE,8,3A,FE,13,0,8E,0,9B,0,0,0,0,0,0,D,90
1490,FF,77,FE,D3,7,FE,FD,E6,0,7F,0,A0,0,0,0,0,0,0,D,A0
1491,FF,78,FE,B5,7,DB,FE,5C,0,9E,0,B8,0,0,0,0,0,0,D,D0
1492,FF,6C,FE,6E,7,79,FF,36,1,17,0,CF,0,0,0,0,0,0,D,30
1493,FF,6D,FE,64,7,CA,FF,77,1,3E,0,DE,0,0,0,0,0,0,D,D0
1494,FF,4C,FE,78,8,12,FF,4B,1,1F,0,DF,0,0,0,0,0,0,D,D0
1495,FF,36,FE,3E,8,B,FE,B6,1,C,0,B7,0,0,0,0,0,0,D,A0
1496,FF,27,FE,2A,7,D7,FD,DE,1,19,0,63,0,0,0,0,0,0,D,C0
1497,FF,2E,FE,38,7,88,FD,6,1,5F,0,3D,0,0,0,0,0,0,D,70
1498,FF,36,FE,26,7,8C,FC,3A,1,B5,0,35,0,0,0,0,0,0,D,90
1499,FF,0,FE,11,7,9F,FB,3C,1,CF,0,E,0,0,0,0,0,0,E,0
1500,FE,E2,FE,E,7,CE,FA,33,1,B0,0,13,0,0,0,0,0,0,D,A0
1501,FE,AE,FD,A0,8,3C,F9,A8,1,5,0,B,0,0,0,0,0,0,D,A0
1502,FE,B4,FD,57,8,5,FB,19,0,86,0,65,0,0,0,0,0,0,D,A0
1503,FE,C1,FD,18,7,A6,FC,6C,0,46,0,99,0,0,0,0,0,0,D,D0
1504,FE,C2,FD,5,7,DD,FB,B2,FF,AB,0,9B,0,0,0,0,0,0,D,A0
1505,FE,7C,FC,B5,8,27,FC,E,FE,FD,0,6D,0,0,0,0,0,0,D,A0
1506,FE,9E,FC,64,7,EA,FC,BF,FE,AB,0,1D,0,0,0,0,0,0,D,D0
1507,FE,DE,FC,89,7,8C,FD,1B,FE,92,0,20,0,0,0,0,0,0,D,60
1508,FF,7,FC,7C,7,12,FD,C9,FE,EA,0,42,0,0,0,0,0,0,D,D0
1509,FF,1C,FC,87,6,D0,FD,B8,FF,1C,0,45,0,0,0,0,0,0,D,A0
1510,FF,8,FC,53,7,1F,FD,28,FF,21,0,4B,0,0,0,0,0,0,D,A0
1511,FE,F8,FC,63,7,74,FC,16,FE,CB,0,4A,0,0,0,0,0,0,D,C0
1512,FF,2E,FC,17,7,D,FC,F0,FE,B2,0,6E,0,0,0,0,0,0,E,0
1513,FF,1D,FB,ED,6,B8,FE,4,FE,F5,0,8F,0,0,0,0,0,0,E,0
1514,FF,38,FB,CD,6,78,FE,B4,FF,54,0,96,0,0,0,0,0,0,D,D0
1515,FF,2E,FB,C8,6,7D,FE,CB,FF,97,0,7F,0,0,0,0,0,0,D,50
1516,FF,C,FB,B1,6,7E,FF,47,FF,ED,0,85,0,0,0,0,0,0,D,D0
1517,FE,FF,FB,75,6,B4,FE,C0,0,11,0,80,0,0,0,0,0,0,D,A0
