#10000,100,,,,,,,,,,,,,,,,,,,
Index,AccelX_H,AccelX_L,AccelY_H,AccelY_L,AccelZ_H,AccelZ_L,GyroX_H,GyroX_L,GyroY_H,GyroY_L,GyroZ_H,GyroZ_L,MagX_H,MagX_L,MagY_H,MagY_L,MagZ_H,MagZ_L,Temp_H,Temp_L
8631,1,4A,7,46,3,2A,1,41,FF,76,FF,4E,0,0,0,0,0,0,E,0
8632,1,43,7,37,3,45,1,A1,FF,56,FF,6D,0,0,0,0,0,0,E,10
8633,1,50,7,3,3,16,2,10,FF,5,FF,4D,0,0,0,0,0,0,D,D0
8634,1,A5,7,2B,2,FE,1,EA,FF,10,FF,3C,0,0,0,0,0,0,E,50
8635,1,7E,7,52,2,D0,1,C0,FF,22,FF,62,0,0,0,0,0,0,E,40
8636,1,74,6,EB,2,AD,1,A2,FF,71,FF,1D,0,0,0,0,0,0,E,10
8637,1,7F,7,3,2,9A,1,40,FF,A5,FE,98,0,0,0,0,0,0,E,0
8638,1,62,7,84,2,A0,0,CB,FF,E0,FE,76,0,0,0,0,0,0,D,D0
8639,1,8E,8,6,3,3D,FF,37,FF,A9,FE,CE,0,0,0,0,0,0,E,40
8640,1,22,8,50,3,39,FE,E4,FF,34,FF,E5,0,0,0,0,0,0,E,10
8641,1,A1,7,C2,2,E4,FE,52,FF,2B,0,44,0,0,0,0,0,0,E,10
8642,1,75,7,5A,2,A7,FD,60,FF,4E,0,25,0,0,0,0,0,0,E,50
8643,1,63,7,40,2,CE,FD,F,FF,B4,FF,D0,0,0,0,0,0,0,E,10
8644,1,73,7,54,3,1F,FC,81,FF,E5,FF,71,0,0,0,0,0,0,E,50
8645,1,1D,7,80,3,8D,FB,70,FF,C8,FE,FC,0,0,0,0,0,0,E,10
8646,1,1C,7,96,3,E2,FB,52,FF,75,FF,73,0,0,0,0,0,0,E,40
8647,1,8F,7,4A,3,CD,FA,E8,FE,F7,FF,E6,0,0,0,0,0,0,E,80
8648,1,D7,7,1C,3,70,FA,58,FF,11,0,B,0,0,0,0,0,0,E,20
8649,1,AC,6,EF,3,58,FA,73,FF,B3,FF,CA,0,0,0,0,0,0,E,40
8650,1,4B,6,E9,3,E9,FA,F9,FF,FE,FF,C5,0,0,0,0,0,0,D,C0
8651,1,28,6,AF,4,71,FB,44,FF,BD,FF,A8,0,0,0,0,0,0,E,40
8652,1,5F,6,A2,4,9F,FA,AA,FF,80,FF,71,0,0,0,0,0,0,E,40
8653,1,4C,6,BA,4,DC,FA,28,FF,79,FF,97,0,0,0,0,0,0,E,50
8654,1,8,6,49,4,FF,FA,77,FF,46,FF,88,0,0,0,0,0,0,E,50
8655,1,21,5,C4,4,DD,FA,5D,FF,4E,FF,32,0,0,0,0,0,0,E,70
8656,1,1F,5,CB,4,F9,F9,CA,FF,96,FE,9B,0,0,0,0,0,0,E,10
8657,1,B,5,F5,5,4D,F9,DB,FF,DE,FE,80,0,0,0,0,0,0,E,20
8658,1,9,5,BF,5,87,FA,1,0,6,FE,AB,0,0,0,0,0,0,E,10
8659,1,15,5,83,5,8D,F9,53,0,16,FE,82,0,0,0,0,0,0,E,80
8660,1,A,5,7E,5,88,F9,88,0,9B,FE,DA,0,0,0,0,0,0,E,20
8661,1,0,5,5C,6,39,FA,46,0,C8,FF,51,0,0,0,0,0,0,E,10
8662,1,4,5,59,6,EC,FA,BB,FF,DE,FF,D2,0,0,0,0,0,0,E,20
8663,1,41,5,2F,6,5C,FA,7A,FF,BF,0,41,0,0,0,0,0,0,D,E0
8664,0,D9,4,26,6,66,FB,19,FF,97,FF,DD,0,0,0,0,0,0,E,10
8665,1,4,4,62,6,A0,FB,28,FF,B5,FF,AF,0,0,0,0,0,0,E,70
8666,1,2C,4,15,6,B2,FA,E6,FF,C9,FF,84,0,0,0,0,0,0,E,40
8667,1,2E,3,FF,6,7B,FA,B0,0,21,FF,6F,0,0,0,0,0,0,E,50
8668,1,12,3,C1,6,D6,FA,AC,0,B0,FF,8,0,0,0,0,0,0,E,50
8669,0,EC,3,C5,7,65,FA,E2,0,EE,FF,D,0,0,0,0,0,0,E,50
8670,1,0,3,C0,7,C0,FA,DF,0,98,FF,4D,0,0,0,0,0,0,E,20
8671,1,5,3,7A,7,82,FA,97,0,49,FF,68,0,0,0,0,0,0,E,10
8672,0,F5,3,55,7,5F,FA,C1,0,53,FF,87,0,0,0,0,0,0,E,10
8673,0,D4,2,E4,7,3D,FB,32,0,B1,FF,7E,0,0,0,0,0,0,E,20
8674,0,F8,2,AE,7,43,FA,62,1,41,FE,F0,0,0,0,0,0,0,E,40
8675,0,FD,2,C0,7,98,F9,12,1,71,FE,91,0,0,0,0,0,0,E,20
8676,0,BE,2,B0,7,DA,F8,D9,1,45,FE,CE,0,0,0,0,0,0,E,10
8677,0,7C,2,65,7,CA,F9,CF,1,32,FF,72,0,0,0,0,0,0,E,10
8678,0,9C,2,10,7,C8,F9,9B,1,25,FF,9B,0,0,0,0,0,0,E,10
8679,0,7E,1,87,7,E6,F9,5E,0,F2,FF,79,0,0,0,0,0,0,E,50
8680,0,8B,1,3E,7,BC,F9,52,0,D6,FF,68,0,0,0,0,0,0,E,20
8681,0,88,0,E8,7,80,F9,6A,0,E4,FF,46,0,0,0,0,0,0,E,90
8682,0,84,0,BC,7,6D,FA,6,1,32,FF,86,0,0,0,0,0,0,E,10
8683,0,67,0,72,7,A7,FA,63,1,47,FF,C2,0,0,0,0,0,0,E,40
8684,0,47,0,38,7,D6,FA,AB,1,2B,FF,CF,0,0,0,0,0,0,E,10
8685,0,22,FF,F9,7,D3,FA,D7,1,5,FF,BD,0,0,0,0,0,0,E,40
8686,0,F,FF,A5,7,BB,FA,CC,0,F8,FF,9C,0,0,0,0,0,0,E,10
8687,FF,FC,FF,2B,7,CC,F9,F4,1,11,FF,16,0,0,0,0,0,0,E,90
8688,FF,E2,FE,DB,7,AF,FA,71,0,CE,FE,D3,0,0,0,0,0,0,E,40
8689,0,16,FE,F7,7,83,FA,B8,0,DB,FF,9,0,0,0,0,0,0,D,A0
8690,0,11,FF,3,7,6A,FB,4B,1,F,FF,45,0,0,0,0,0,0,E,10
8691,FF,FF,FE,E6,7,77,FB,C0,1,42,FF,9A,0,0,0,0,0,0,E,50
8692,FF,E2,FE,B1,7,C8,FB,30,1,44,FF,76,0,0,0,0,0,0,E,50
8693,FF,AA,FE,4C,8,18,FB,1,0,D9,FF,34,0,0,0,0,0,0,E,40
8694,FF,AB,FE,31,7,E9,FB,47,0,84,FF,15,0,0,0,0,0,0,E,10
8695,FF,BE,FE,8,7,72,FB,66,0,8F,FF,8,0,0,0,0,0,0,E,50
8696,FF,D3,FD,E6,7,1B,FB,C8,0,E1,FE,DE,0,0,0,0,0,0,E,10
8697,FF,C5,FD,A3,6,F3,FC,9A,1,62,FF,7,0,0,0,0,0,0,E,10
8698,FF,C1,FD,76,7,E,FD,34,1,90,FF,15,0,0,0,0,0,0,E,10
8699,FF,B4,FD,4B,7,5,FC,8B,1,AC,FE,B7,0,0,0,0,0,0,E,40
8700,FF,83,FD,8F,7,75,FC,88,1,9B,FE,B1,0,0,0,0,0,0,E,40
8701,FF,8E,FD,1D,7,6B,FD,3E,1,3E,FF,15,0,0,0,0,0,0,E,20
8702,FF,5C,FC,9F,6,FC,FC,E5,0,FF,FE,C8,0,0,0,0,0,0,D,C0
8703,FF,53,FC,75,6,BB,FD,2E,1,55,FE,27,0,0,0,0,0,0,E,40
8704,FF,5C,FC,85,7,14,FD,B9,1,B4,FD,D4,0,0,0,0,0,0,E,70
8705,FF,5A,FC,AA,7,82,FD,65,1,9F,FD,AC,0,0,0,0,0,0,E,20
8706,FF,6A,FC,E9,7,6B,FD,93,1,13,FD,D6,0,0,0,0,0,0,E,50
8707,FF,64,FC,93,7,5D,FD,91,0,BE,FE,17,0,0,0,0,0,0,E,10
8708,FF,6D,FC,B8,7,36,FD,52,0,7E,FE,27,0,0,0,0,0,0,E,20
8709,FF,72,FD,46,7,69,FD,3C,0,9A,FF,3C,0,0,0,0,0,0,E,50
8710,FF,25,FD,4E,7,CD,FE,9F,0,5C,0,B8,0,0,0,0,0,0,E,70
8711,FF,1D,FD,61,8,56,0,C,FF,8A,2,63,0,0,0,0,0,0,E,40
8712,FF,2,FC,DD,7,B3,1,8C,FE,9F,3,70,0,0,0,0,0,0,E,50
8713,FF,0,FC,1D,7,2A,2,39,FE,8C,3,9C,0,0,0,0,0,0,E,40
8714,FF,6,FC,70,6,DF,3,64,FE,70,3,98,0,0,0,0,0,0,E,50
8715,FF,95,FD,97,7,3C,5,9D,FE,D3,4,2D,0,0,0,0,0,0,E,0
8716,FF,38,FD,CE,8,47,4,3A,FF,52,5,3F,0,0,0,0,0,0,E,40
8717,FE,D6,FD,62,8,85,3,20,FE,67,5,A3,0,0,0,0,0,0,E,40
8718,FE,75,FD,52,8,7C,3,1C,FD,7A,5,D6,0,0,0,0,0,0,E,20
8719,FE,6A,FD,9E,8,3F,4,5E,FC,C1,6,69,0,0,0,0,0,0,E,50
8720,FE,D8,FD,9B,7,D6,6,92,FC,70,6,F2,0,0,0,0,0,0,E,10
8721,FF,1F,FD,D1,7,40,7,8B,FC,D3,7,5C,0,0,0,0,0,0,E,40
8722,FF,7F,FD,96,7,EF,5,29,FD,97,6,44,0,0,0,0,0,0,E,50
8723,FF,1A,FD,AF,7,F5,2,58,FD,95,5,1B,0,0,0,0,0,0,E,80
8724,FF,93,FF,32,7,B3,2,42,FD,EC,5,AA,0,0,0,0,0,0,E,20
8725,FF,6C,FF,21,7,96,3,6E,FE,7D,6,D9,0,0,0,0,0,0,D,E0
8726,FF,16,FE,E3,7,DE,4,4F,FE,E1,7,7E,0,0,0,0,0,0,E,20
8727,FE,D5,FF,71,8,59,5,E7,FE,D9,8,87,0,0,0,0,0,0,E,50
8728,FE,EE,FF,46,8,C1,6,97,FE,53,9,2C,0,0,0,0,0,0,E,20
8729,FF,34,FE,AA,8,70,5,C5,FD,8B,8,9B,0,0,0,0,0,0,E,50
8730,FF,8B,FE,C5,7,E9,5,1E,FD,7E,8,A,0,0,0,0,0,0,E,10
8731,FF,91,FF,B7,7,BF,4,1B,FD,EC,7,8B,0,0,0,0,0,0,E,20
8732,FF,30,0,7D,8,B,4,F3,FE,95,8,7D,0,0,0,0,0,0,E,70
8733,FF,1D,0,A2,8,C3,5,6A,FE,A3,9,7C,0,0,0,0,0,0,D,E0
8734,FF,6A,0,40,8,9C,5,73,FD,F5,9,AF,0,0,0,0,0,0,E,50
8735,FF,F0,0,3D,8,2B,5,C,FD,B1,9,27,0,0,0,0,0,0,E,80
8736,FF,EC,0,7A,7,C7,4,9B,FE,B,8,A7,0,0,0,0,0,0,E,40
8737,0,29,0,D8,7,9C,4,4C,FE,74,8,B4,0,0,0,0,0,0,E,0
8738,0,3C,1,40,7,73,4,58,FF,17,9,11,0,0,0,0,0,0,E,10
8739,0,1B,1,B2,7,98,4,8E,FF,7F,9,E2,0,0,0,0,0,0,E,40
8740,0,3F,1,89,7,DD,4,36,FF,C0,A,1,0,0,0,0,0,0,E,10
8741,0,6A,1,4F,8,2B,3,3A,FF,70,9,19,0,0,0,0,0,0,E,70
8742,0,A0,1,1B,8,68,2,4D,FE,9E,7,E4,0,0,0,0,0,0,E,10
8743,0,AC,1,64,8,18,2,2E,FE,33,7,9B,0,0,0,0,0,0,E,90
8744,0,CD,1,85,7,94,2,5B,FE,8,7,7C,0,0,0,0,0,0,E,50
8745,0,F5,1,98,7,63,2,8B,FE,31,7,64,0,0,0,0,0,0,E,10
8746,1,24,1,4F,7,83,2,5E,FE,7D,6,F2,0,0,0,0,0,0,E,0
8747,1,22,1,7F,7,B7,2,33,FE,4F,6,A6,0,0,0,0,0,0,E,10
8748,1,47,1,B6,7,B1,2,A7,FE,4E,6,A8,0,0,0,0,0,0,E,70
8749,1,70,1,46,7,DD,2,DD,FE,D,5,F0,0,0,0,0,0,0,E,10
8750,1,9B,1,3F,7,D1,2,A2,FD,53,4,F8,0,0,0,0,0,0,E,20
8751,1,E5,1,B3,7,82,3,1,FD,9,4,CA,0,0,0,0,0,0,D,D0
8752,2,30,2,5A,7,47,3,94,FD,3,5,30,0,0,0,0,0,0,E,10
8753,2,30,3,41,7,25,3,63,FD,3B,6,54,0,0,0,0,0,0,E,40
8754,2,50,3,8D,7,26,3,16,FD,6E,7,9A,0,0,0,0,0,0,E,40
8755,2,A6,2,DB,7,33,2,90,FD,7D,7,94,0,0,0,0,0,0,E,50
8756,3,9,1,E8,7,A,2,3E,FD,7D,7,1A,0,0,0,0,0,0,E,70
8757,2,FC,1,CC,6,F5,1,81,FD,93,5,DF,0,0,0,0,0,0,E,40
8758,3,0,1,E0,6,C4,1,76,FD,D5,5,6A,0,0,0,0,0,0,E,0
8759,3,5B,1,F3,6,B4,1,56,FE,B,5,18,0,0,0,0,0,0,E,10
8760,3,33,2,48,6,DF,1,33,FE,3E,5,24,0,0,0,0,0,0,E,40
8761,3,4F,2,5F,6,DE,0,BB,FE,3F,5,41,0,0,0,0,0,0,E,40
8762,3,61,2,59,7,17,0,D,FD,CF,5,51,0,0,0,0,0,0,E,40
8763,3,7A,2,46,6,F6,FF,E0,FD,6E,5,A1,0,0,0,0,0,0,E,0
8764,3,6E,2,1F,6,DF,FF,F1,FD,2B,6,4E,0,0,0,0,0,0,E,10
8765,3,94,1,F2,6,D0,FF,B7,FC,B0,7,A2,0,0,0,0,0,0,D,E0
8766,3,D9,1,75,7,C3,FF,76,FA,E1,7,CB,0,0,0,0,0,0,E,50
8767,4,2D,0,C8,6,91,FF,76,FA,85,7,3C,0,0,0,0,0,0,E,20
8768,4,9B,0,C2,5,E4,FF,89,FB,56,6,FC,0,0,0,0,0,0,E,40
8769,4,D8,0,32,5,5A,FF,9F,FB,EE,6,A8,0,0,0,0,0,0,E,10
8770,5,34,FF,A9,5,61,FF,B7,FD,B,5,4C,0,0,0,0,0,0,E,70
8771,5,29,FF,A6,5,67,0,19,FD,F0,4,2A,0,0,0,0,0,0,E,0
8772,5,46,FF,C8,5,71,0,94,FE,A2,3,71,0,0,0,0,0,0,E,10
8773,5,31,FF,FA,5,A6,0,BC,FF,29,2,ED,0,0,0,0,0,0,E,10
8774,5,2B,FF,F3,5,CD,0,AA,FF,29,2,82,0,0,0,0,0,0,E,40
8775,5,29,0,E,6,4,0,8D,FF,13,2,71,0,0,0,0,0,0,E,20
8776,5,D,0,1B,6,29,0,75,FE,86,2,4E,0,0,0,0,0,0,E,10
8777,5,2,FF,E1,6,1D,0,56,FD,FC,2,21,0,0,0,0,0,0,E,0
8778,5,3,0,42,6,4,0,22,FD,89,2,7D,0,0,0,0,0,0,E,10
8779,5,38,0,74,5,BB,0,4,FD,68,2,E5,0,0,0,0,0,0,E,10
8780,4,FC,0,FD,5,E0,FF,F9,FD,2,4,24,0,0,0,0,0,0,E,20
8781,4,F7,0,B4,6,6,FF,B2,FC,39,5,C,0,0,0,0,0,0,E,50
8782,5,39,FF,C9,5,C9,FF,83,FB,CC,5,14,0,0,0,0,0,0,E,40
8783,5,DB,FE,AA,5,31,FE,F6,FB,72,3,F8,0,0,0,0,0,0,E,20
8784,6,5A,FE,AB,4,CF,FE,9F,FB,B7,2,B6,0,0,0,0,0,0,E,0
8785,6,92,FE,BD,4,68,FE,2A,FC,56,2,8,0,0,0,0,0,0,E,20
8786,6,9B,FF,20,4,48,FE,66,FD,B,2,32,0,0,0,0,0,0,E,10
8787,6,77,FF,12,4,68,FE,F4,FD,62,2,98,0,0,0,0,0,0,E,10
8788,6,AA,FE,FA,4,64,FF,35,FD,D5,3,11,0,0,0,0,0,0,E,70
8789,6,8A,FE,6A,4,31,FF,55,FE,6C,2,A7,0,0,0,0,0,0,E,40
8790,6,96,FE,9,4,59,FF,6E,FE,7A,1,9A,0,0,0,0,0,0,D,E0
8791,6,BF,FE,2,4,4E,FF,54,FE,8F,0,D8,0,0,0,0,0,0,E,0
8792,7,1,FE,C,3,F8,FF,5D,FE,B8,0,63,0,0,0,0,0,0,E,20
8793,7,F,FE,14,3,BA,FF,9B,FF,66,0,2B,0,0,0,0,0,0,E,50
8794,7,1D,FE,1D,3,B9,0,6,0,50,FF,98,0,0,0,0,0,0,E,50
8795,6,FC,FD,E6,3,ED,0,2D,1,11,FE,F5,0,0,0,0,0,0,E,10
8796,6,DC,FD,86,3,DB,0,54,1,66,FE,85,0,0,0,0,0,0,E,20
8797,7,43,FD,A4,3,DF,0,68,2,27,FD,27,0,0,0,0,0,0,E,70
8798,7,44,FE,6,3,A7,0,57,2,DD,FB,80,0,0,0,0,0,0,E,10
8799,6,B9,FE,A4,3,E6,0,71,4,C,FA,48,0,0,0,0,0,0,E,80
8800,6,32,FF,4B,4,BF,0,80,4,C4,F9,E0,0,0,0,0,0,0,E,20
8801,5,CC,FF,AB,5,38,0,66,4,9E,F9,EC,0,0,0,0,0,0,E,10
8802,5,DD,FF,66,5,51,FF,FA,4,43,F9,B8,0,0,0,0,0,0,E,40
8803,5,D6,FE,BA,5,1B,FF,80,4,1C,F8,68,0,0,0,0,0,0,D,D0
8804,5,B6,FE,FC,5,48,FF,9,4,22,F6,5D,0,0,0,0,0,0,E,10
8805,4,EE,0,D,5,83,FE,D2,4,2C,F5,4F,0,0,0,0,0,0,E,70
8806,4,BA,0,7E,6,D,FE,8C,3,F2,F5,8A,0,0,0,0,0,0,E,50
8807,4,B6,1,2B,6,4B,FE,30,3,3F,F5,C4,0,0,0,0,0,0,E,40
8808,4,C5,1,B,5,D9,FE,21,2,EA,F5,95,0,0,0,0,0,0,E,20
8809,4,CA,0,C5,5,BB,FD,CF,3,4F,F4,A3,0,0,0,0,0,0,E,10
8810,4,60,0,AD,5,DA,FD,A9,3,91,F4,1,0,0,0,0,0,0,E,10
8811,3,C5,1,9,6,86,FC,F5,3,F7,F2,92,0,0,0,0,0,0,E,10
8812,3,94,1,F7,7,69,FC,C,3,59,F1,57,0,0,0,0,0,0,E,40
8813,3,41,3,1F,6,C7,FB,93,1,EE,F2,4D,0,0,0,0,0,0,E,10
8814,3,39,3,4B,6,62,FC,1C,1,F5,F4,88,0,0,0,0,0,0,E,50
8815,3,20,2,34,6,BF,FC,49,2,69,F5,94,0,0,0,0,0,0,E,50
8816,3,39,1,4C,6,D3,FB,B7,2,46,F4,BD,0,0,0,0,0,0,E,0
8817,2,C3,1,33,6,BB,FA,F8,1,E1,F2,89,0,0,0,0,0,0,E,10
8818,2,56,2,6,6,E7,FA,5E,1,D9,F1,EF,0,0,0,0,0,0,E,10
8819,1,EC,2,D6,7,10,FA,87,1,B0,F2,BD,0,0,0,0,0,0,E,40
8820,1,EA,2,BF,6,F3,FA,D8,2,11,F3,F8,0,0,0,0,0,0,E,40
8821,1,DC,2,18,6,EB,FA,D2,2,E9,F4,3D,0,0,0,0,0,0,E,10
8822,1,94,1,B1,7,17,FA,13,3,1C,F3,95,0,0,0,0,0,0,E,10
8823,1,9,1,82,7,62,F9,CE,3,24,F3,A,0,0,0,0,0,0,E,50
8824,0,6F,2,1B,7,EC,F9,59,2,F7,F2,9,0,0,0,0,0,0,E,40
8825,0,6,2,93,8,16,F9,D6,2,AE,F3,46,0,0,0,0,0,0,E,40
8826,0,6D,2,94,8,2B,FA,CF,2,77,F5,31,0,0,0,0,0,0,E,40
8827,0,58,1,E6,7,78,FB,B5,2,52,F6,D4,0,0,0,0,0,0,E,40
8828,FF,C8,1,20,7,68,FB,8A,3,5,F7,1C,0,0,0,0,0,0,E,40
8829,FF,4D,0,56,8,3C,FB,F1,3,47,F6,96,0,0,0,0,0,0,E,40
8830,FF,50,FF,F8,8,34,FC,BB,2,67,F5,31,0,0,0,0,0,0,E,40
8831,FF,93,0,7B,6,F0,FE,16,2,6C,F5,63,0,0,0,0,0,0,E,50
8832,FE,B8,0,C7,7,3D,FF,20,3,D3,F5,CF,0,0,0,0,0,0,E,70
8833,FE,13,1,60,9,7,FF,B,3,67,F6,B1,0,0,0,0,0,0,E,40
8834,FE,1B,1,B2,9,8E,FE,58,1,9A,F7,2E,0,0,0,0,0,0,D,D0
8835,FE,5E,1,9D,9,15,FE,6D,0,64,F7,64,0,0,0,0,0,0,E,10
8836,FE,C9,0,FD,8,1A,FE,2B,0,2E,F7,A,0,0,0,0,0,0,E,50
8837,FF,3,0,C8,7,B8,FD,2F,0,9A,F6,E5,0,0,0,0,0,0,E,10
8838,FE,FC,1,38,7,B6,FC,F6,0,FE,F7,64,0,0,0,0,0,0,E,40
8839,FE,95,1,1B,8,30,FD,E5,1,6A,F8,F1,0,0,0,0,0,0,E,50
8840,FE,A7,0,91,8,5B,FE,4,0,F3,F9,5D,0,0,0,0,0,0,E,40
8841,FE,6C,0,17,8,11,FD,A9,0,BF,F8,DC,0,0,0,0,0,0,E,50
8842,FE,74,FF,D7,7,F5,FC,9F,0,F8,F7,CE,0,0,0,0,0,0,E,10
8843,FE,31,FF,E4,8,B,FB,73,1,50,F6,E0,0,0,0,0,0,0,E,50
8844,FE,10,0,57,8,7B,FB,DA,1,7F,F7,A1,0,0,0,0,0,0,E,20
8845,FE,F,FF,DF,8,BC,FC,AE,0,EF,F8,DD,0,0,0,0,0,0,E,10
8846,FE,3C,FF,4C,8,48,FC,41,0,C5,F8,D1,0,0,0,0,0,0,E,20
8847,FE,11,FE,E0,7,BF,FB,76,1,71,F7,D9,0,0,0,0,0,0,E,0
8848,FE,1C,FE,DC,7,D9,FB,67,2,4,F7,BE,0,0,0,0,0,0,E,10
8849,FE,1C,FF,5,8,17,FB,F6,1,E3,F8,B4,0,0,0,0,0,0,E,10
8850,FE,2F,FE,DD,8,4A,FB,DF,1,70,F9,52,0,0,0,0,0,0,E,50
8851,FE,15,FE,94,8,5C,FB,77,1,11,F9,59,0,0,0,0,0,0,E,50
8852,FD,CF,FE,27,8,49,FB,8E,0,D7,F9,52,0,0,0,0,0,0,E,70
8853,FD,2C,FD,27,8,3F,FC,16,0,8D,F8,B2,0,0,0,0,0,0,E,50
8854,FD,90,FD,2A,8,65,FC,99,FF,CD,F8,1,0,0,0,0,0,0,E,0
8855,FE,BF,FE,14,7,AE,FC,4B,FF,13,F8,35,0,0,0,0,0,0,E,0
8856,FF,60,FE,7D,7,E,FB,98,FF,D5,F9,2B,0,0,0,0,0,0,E,40
8857,FE,E3,FD,AD,7,4C,FA,D7,0,A8,F9,92,0,0,0,0,0,0,E,0
8858,FE,A8,FD,12,7,E0,FB,47,0,85,F9,BE,0,0,0,0,0,0,E,10
8859,FF,C,FD,55,7,B5,FC,8E,FF,F0,FA,91,0,0,0,0,0,0,E,50
8860,FF,47,FD,27,7,4C,FC,E3,FF,E6,FB,15,0,0,0,0,0,0,E,10
8861,FF,20,FC,C9,7,6E,FC,69,FF,F4,FB,11,0,0,0,0,0,0,E,40
8862,FE,F4,FC,18,7,9C,FC,2A,FF,9C,FA,C3,0,0,0,0,0,0,E,20
8863,FE,FB,FB,F2,7,85,FC,A,FF,4F,FA,97,0,0,0,0,0,0,E,10
8864,FF,4,FB,EF,7,A0,FB,85,FF,9,FA,47,0,0,0,0,0,0,E,50
8865,FF,70,FB,F3,7,86,FC,58,FE,99,FA,DA,0,0,0,0,0,0,E,10
8866,0,11,FC,28,6,EB,FD,E5,FE,99,FC,10,0,0,0,0,0,0,E,10
8867,0,69,FC,28,6,D,FC,BB,FF,B5,FC,7,0,0,0,0,0,0,E,70
8868,0,22,FB,72,6,34,FA,C6,0,6C,FB,22,0,0,0,0,0,0,E,10
8869,FF,F0,FB,2D,6,AC,FA,26,0,A9,FA,B4,0,0,0,0,0,0,E,40
8870,0,28,FB,57,6,DB,FA,49,0,98,FA,C7,0,0,0,0,0,0,E,70
8871,0,A0,FB,8F,6,99,FC,6D,FF,FA,FC,3C,0,0,0,0,0,0,E,40
8872,0,AC,FA,CD,6,26,FD,5F,FF,E6,FC,D4,0,0,0,0,0,0,E,90
8873,0,98,FA,BF,6,AA,FC,B3,FF,F9,FC,82,0,0,0,0,0,0,E,0
8874,0,9D,FA,57,6,72,FC,F,FF,98,FC,32,0,0,0,0,0,0,E,50
8875,1,10,FA,91,6,54,FB,AE,FE,B5,FB,EE,0,0,0,0,0,0,E,70
8876,1,85,FA,B2,4,F3,FC,D0,FE,25,FC,6A,0,0,0,0,0,0,E,10
8877,1,C8,FA,98,4,DC,FD,9B,FE,CD,FD,19,0,0,0,0,0,0,E,10
8878,1,B8,FA,8A,4,FF,FE,A,FF,45,FD,7E,0,0,0,0,0,0,E,10
8879,1,F3,FA,A2,4,FF,FE,7A,FF,72,FD,C3,0,0,0,0,0,0,E,20
8880,1,E2,FA,6B,4,E3,FE,7D,FF,CA,FE,33,0,0,0,0,0,0,E,50
8881,1,CD,FA,89,5,4A,FE,E5,0,26,FE,A0,0,0,0,0,0,0,E,50
8882,1,D8,FA,DF,5,9E,FF,81,FF,F2,FF,54,0,0,0,0,0,0,E,20
8883,1,C1,FA,77,5,4B,FF,DA,FF,C4,FF,C7,0,0,0,0,0,0,E,0
8884,1,CA,FA,31,5,36,0,C,FF,E9,FF,E0,0,0,0,0,0,0,E,0
8885,2,2,FA,8A,5,32,0,B9,FF,F2,0,60,0,0,0,0,0,0,E,20
8886,2,5,FA,A7,5,7,1,6A,0,13,1,12,0,0,0,0,0,0,E,40
8887,1,E0,FA,76,5,7,1,CE,0,2D,1,66,0,0,0,0,0,0,E,50
8888,2,0,FA,D0,5,F,2,98,0,5F,1,F5,0,0,0,0,0,0,E,40
8889,1,D8,FB,13,5,98,2,45,0,D6,2,3C,0,0,0,0,0,0,E,10
8890,1,86,FB,2F,6,17,2,4,0,CC,2,99,0,0,0,0,0,0,E,40
8891,1,92,FB,41,5,F2,2,85,0,7C,3,9A,0,0,0,0,0,0,D,E0
8892,1,68,FB,6E,5,D5,3,BF,0,5F,5,6,0,0,0,0,0,0,E,50
8893,1,4C,FB,E0,5,E6,5,46,0,55,6,9A,0,0,0,0,0,0,E,50
8894,0,C0,FB,19,6,5D,6,ED,0,3B,8,42,0,0,0,0,0,0,E,50
8895,0,A5,FA,FE,6,17,5,2A,FF,E4,7,3A,0,0,0,0,0,0,E,10
8896,0,3E,FB,DE,6,B9,4,D6,0,15,7,35,0,0,0,0,0,0,E,0
8897,0,38,FC,51,7,6B,4,DC,FF,A8,8,F,0,0,0,0,0,0,E,40
8898,FF,A8,FC,65,7,75,5,A2,FE,DB,9,68,0,0,0,0,0,0,E,40
8899,FE,E5,FB,DB,7,83,7,62,FE,46,A,6C,0,0,0,0,0,0,E,50
8900,FF,21,FA,8D,7,6B,8,2B,FD,89,9,B5,0,0,0,0,0,0,E,20
8901,FF,16,FA,6D,6,80,7,E,FD,C6,7,57,0,0,0,0,0,0,E,50
8902,FF,48,FB,3E,6,83,6,3D,FE,7E,6,6D,0,0,0,0,0,0,E,40
8903,FF,C3,FC,C2,7,6D,4,28,FF,69,5,5D,0,0,0,0,0,0,E,40
8904,FF,91,FD,BD,7,FE,3,E6,FF,3F,6,46,0,0,0,0,0,0,D,C0
8905,FF,14,FD,FD,8,64,5,69,FE,87,8,A0,0,0,0,0,0,0,E,50
8906,FE,F5,FD,F,8,80,8,10,FD,92,A,16,0,0,0,0,0,0,E,40
8907,FF,2F,FC,DF,7,AB,7,D5,FD,18,9,3D,0,0,0,0,0,0,E,10
8908,FF,1D,FC,FA,7,22,6,C,FE,14,7,77,0,0,0,0,0,0,E,50
8909,FF,A,FD,B0,7,83,4,64,FF,1E,5,98,0,0,0,0,0,0,E,10
8910,FF,43,FF,30,8,89,3,D2,FE,F5,6,13,0,0,0,0,0,0,E,70
8911,FF,2B,0,73,8,EB,5,5C,FE,40,8,C8,0,0,0,0,0,0,E,50
